Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2015-09-30,INFY,EQ,1121.85,1134.4,1168.95,1125.95,1157.0,1161.95,1151.23,4747846,546584264314999.94,111323,3106382,0.6543000000000001
2015-10-01,INFY,EQ,1161.95,1169.9,1197.75,1160.0,1173.05,1173.05,1179.45,5432197,640699220525000.0,141361,3243441,0.5971000000000001
2015-10-05,INFY,EQ,1173.05,1173.0,1189.35,1162.0,1181.1,1181.75,1176.75,3440880,404905030195000.0,124032,2048583,0.5954
2015-10-06,INFY,EQ,1181.75,1187.05,1192.55,1148.1,1157.0,1154.6,1160.82,4355940,505646409130000.0,159201,2862268,0.6570999999999999
2015-10-07,INFY,EQ,1154.6,1156.0,1168.75,1128.45,1139.0,1133.2,1147.22,4591244,526714609814999.94,140151,3368903,0.7338
2015-10-08,INFY,EQ,1133.2,1136.4,1149.6,1126.05,1132.7,1132.15,1136.18,4540437,515874611285000.06,166680,3316675,0.7305
2015-10-09,INFY,EQ,1132.15,1136.0,1172.9,1136.0,1170.9,1167.4,1154.34,5891069,680030981350000.0,172120,3660285,0.6213000000000001
2015-10-12,INFY,EQ,1167.4,1199.0,1219.8,1109.0,1122.9,1122.9,1145.31,15202485,1741149895645000.0,347437,5258181,0.34590000000000004
2015-10-13,INFY,EQ,1122.9,1107.45,1111.0,1085.2,1098.1,1099.4,1097.14,7663431,840785952585000.0,286593,4019557,0.5245000000000001
2015-10-14,INFY,EQ,1099.4,1091.45,1115.55,1087.2,1096.0,1097.6,1104.2,4432755,489462906395000.0,158291,2478570,0.5590999999999999
2015-10-15,INFY,EQ,1097.6,1099.9,1104.35,1089.1,1096.9,1097.35,1096.26,4127833,452518263010000.06,184169,2599954,0.6299
2015-10-16,INFY,EQ,1097.35,1099.0,1101.4,1090.0,1093.0,1094.9,1094.85,3209496,351391910005000.0,74364,1874068,0.5839
2015-10-19,INFY,EQ,1094.9,1102.0,1116.0,1100.5,1114.7,1111.95,1109.22,3673747,407498582850000.0,128555,2537719,0.6908
2015-10-20,INFY,EQ,1111.95,1113.0,1130.0,1110.6,1126.3,1125.95,1121.86,4394155,492963046639999.94,101555,3233998,0.736
2015-10-21,INFY,EQ,1125.95,1125.0,1146.85,1125.0,1137.5,1138.4,1137.86,3639049,414072466450000.0,89639,2309832,0.6347
2015-10-23,INFY,EQ,1138.4,1141.8,1153.0,1125.1,1149.0,1149.9,1141.35,3016681,344308080765000.0,117698,1806303,0.5988
2015-10-26,INFY,EQ,1149.9,1154.0,1158.5,1143.15,1150.0,1152.15,1150.88,1597971,183907923750000.0,82222,801160,0.5014000000000001
2015-10-27,INFY,EQ,1152.15,1150.0,1155.0,1144.1,1147.35,1149.4,1149.74,2631874,302597157335000.0,79833,1878077,0.7136
2015-10-28,INFY,EQ,1149.4,1144.5,1158.0,1139.0,1155.1,1153.2,1147.14,2627736,301437847355000.0,95707,1841598,0.7008
2015-10-29,INFY,EQ,1153.2,1153.1,1155.9,1136.05,1142.25,1145.05,1143.62,2943662,336642019570000.0,74479,2045021,0.6947
2015-10-30,INFY,EQ,1145.05,1145.0,1145.0,1130.0,1132.0,1135.45,1135.02,2022338,229538984160000.0,57656,1151943,0.5696
2015-11-02,INFY,EQ,1135.45,1130.0,1135.8,1114.1,1133.75,1131.2,1123.76,1772494,199185508285000.0,44108,806329,0.4549
2015-11-03,INFY,EQ,1131.2,1133.4,1150.45,1133.4,1140.15,1145.5,1144.0,1807341,206759913560000.0,47225,962391,0.5325
2015-11-04,INFY,EQ,1145.5,1150.1,1157.6,1132.3,1137.05,1136.8,1142.83,1602786,183171697670000.0,60740,917154,0.5722
2015-11-05,INFY,EQ,1136.8,1142.95,1145.0,1119.4,1120.4,1122.9,1133.3,1172653,132896425245000.0,33057,545046,0.4648
2015-11-06,INFY,EQ,1122.9,1123.0,1143.9,1122.9,1140.2,1138.3,1137.85,1513086,172166552855000.0,43442,893260,0.5904
2015-11-09,INFY,EQ,1138.3,1120.0,1140.0,1115.2,1138.15,1134.6,1127.68,3062838,345389709065000.0,73732,2080780,0.6794
2015-11-10,INFY,EQ,1134.6,1127.5,1127.5,1100.1,1106.0,1103.85,1114.22,2340026,260730646280000.03,56153,1618684,0.6917
2015-11-11,INFY,EQ,1103.85,1118.0,1118.0,1103.0,1109.3,1107.6,1109.42,353652,39234810195000.0,13196,166222,0.47000000000000003
2015-11-13,INFY,EQ,1107.6,1099.95,1106.0,1090.0,1097.0,1100.8,1097.45,1760434,193199186785000.0,86653,1134912,0.6447
2015-11-16,INFY,EQ,1100.8,1083.65,1094.0,1067.2,1088.0,1080.2,1081.23,3404167,368067258385000.0,84079,2089950,0.6139
2015-11-17,INFY,EQ,1080.2,1080.0,1082.9,1052.0,1058.6,1061.5,1061.53,3592053,381308158830000.0,130125,2136025,0.5947
2015-11-18,INFY,EQ,1061.5,1041.0,1045.15,1011.25,1020.45,1020.0,1027.76,5062626,520318727405000.0,163352,2860889,0.5651
2015-11-19,INFY,EQ,1020.0,1030.25,1052.0,1023.8,1048.0,1047.8,1038.56,4269811,443443916650000.0,169433,2638720,0.618
2015-11-20,INFY,EQ,1047.8,1048.0,1063.2,1042.05,1051.0,1052.4,1053.83,3041489,320521996790000.0,151348,1851747,0.6088
2015-11-23,INFY,EQ,1052.4,1050.0,1062.4,1038.0,1052.0,1053.7,1053.76,2808175,295915599655000.0,90521,1799534,0.6408
2015-11-24,INFY,EQ,1053.7,1050.0,1050.8,1037.0,1040.7,1041.15,1043.4,2162901,225677909644999.97,58310,1249010,0.5775
2015-11-26,INFY,EQ,1041.15,1040.95,1059.5,1040.05,1050.0,1052.4,1051.79,4926984,518213697625000.0,114757,3656974,0.7422
2015-11-27,INFY,EQ,1052.4,1058.0,1070.0,1045.0,1066.0,1066.35,1060.99,2571239,272806259580000.03,69214,1799884,0.7000000000000001
2015-11-30,INFY,EQ,1066.35,1070.0,1098.3,1056.2,1083.05,1087.9,1083.44,9052767,980815522429999.9,108763,5565189,0.6148
2015-12-01,INFY,EQ,1087.9,1088.0,1095.0,1072.95,1075.45,1079.0,1082.42,2949275,319235693950000.0,76585,1982960,0.6724
2015-12-02,INFY,EQ,1079.0,1079.95,1079.95,1059.0,1061.1,1060.7,1064.12,3198808,340392889080000.0,90123,2139233,0.6688
2015-12-03,INFY,EQ,1060.7,1061.0,1064.8,1049.05,1059.0,1057.75,1056.77,2752363,290862405785000.0,110543,1838358,0.6679
2015-12-04,INFY,EQ,1057.75,1049.0,1064.9,1040.1,1048.85,1049.05,1047.32,4187765,438592845500000.0,209805,3031773,0.7240000000000001
2015-12-07,INFY,EQ,1049.05,1055.3,1059.0,1040.0,1046.0,1046.25,1048.08,2256935,236544828719999.97,65005,1441112,0.6385000000000001
2015-12-08,INFY,EQ,1046.25,1045.05,1062.75,1039.3,1042.0,1044.4,1051.88,2862186,301068358985000.0,87394,1790175,0.6255
2015-12-09,INFY,EQ,1044.4,1043.0,1046.95,1022.55,1024.0,1028.2,1036.19,3409127,353248739215000.0,85433,2068578,0.6068
2015-12-10,INFY,EQ,1028.2,1036.6,1051.6,1030.3,1049.9,1047.35,1040.47,2793873,290694525415000.0,80028,1838589,0.6581
2015-12-11,INFY,EQ,1047.35,1054.0,1061.9,1045.9,1055.65,1052.8,1052.88,2695099,283760686920000.0,84930,1623053,0.6022
2015-12-14,INFY,EQ,1052.8,1049.5,1073.15,1048.05,1067.5,1069.5,1066.3,2408336,256801842930000.03,104978,1419333,0.5893
2015-12-15,INFY,EQ,1069.5,1073.25,1079.1,1058.8,1078.5,1077.55,1071.44,2715904,290992602415000.0,76821,1951187,0.7184
2015-12-16,INFY,EQ,1077.55,1083.4,1098.0,1083.4,1094.0,1095.85,1092.86,2747926,300309411565000.0,66894,1988090,0.7234999999999999
2015-12-17,INFY,EQ,1095.85,1100.0,1109.8,1088.0,1105.5,1107.1,1099.83,2479391,272690708885000.0,87599,1294917,0.5223
2015-12-18,INFY,EQ,1107.1,1103.4,1103.4,1079.45,1085.95,1083.15,1086.91,3609910,392365070280000.0,65866,2604590,0.7215
2015-12-21,INFY,EQ,1083.15,1077.0,1107.4,1065.95,1107.0,1103.45,1095.68,2165506,237270684785000.0,61692,1223571,0.5650000000000001
2015-12-22,INFY,EQ,1103.45,1097.45,1097.45,1080.1,1085.0,1083.75,1085.81,2054627,223093891419999.97,51963,1204818,0.5864
2015-12-23,INFY,EQ,1083.75,1095.05,1102.5,1087.05,1100.0,1100.85,1097.35,1435464,157520022785000.0,38571,861318,0.6
2015-12-24,INFY,EQ,1100.85,1102.05,1104.45,1090.1,1095.8,1096.35,1095.84,615027,67396956120000.01,20528,294731,0.4792
2015-12-28,INFY,EQ,1096.35,1090.0,1110.0,1090.0,1103.8,1104.75,1105.51,2763476,305504603475000.0,51103,1880078,0.6803
2015-12-29,INFY,EQ,1104.75,1101.25,1110.0,1097.3,1103.0,1104.7,1104.14,1672531,184670611235000.0,52409,967577,0.5785
2015-12-30,INFY,EQ,1104.7,1101.1,1106.6,1083.0,1088.0,1086.3,1094.45,2576985,282038007565000.0,65379,1754378,0.6808
2015-12-31,INFY,EQ,1086.3,1090.15,1109.95,1087.0,1107.0,1105.4,1102.09,3971969,437746743610000.06,75143,2641827,0.6651
